TIME,COUNTRY,ISCEDF13,VALUE
2020,Netherlands,Social sciences journalism and information,25129
2020,Netherlands,Business administration and law,30186
2020,Netherlands,Natural sciences mathematics and statistics,6956
2020,Netherlands,Biology,829
2020,Netherlands,Biochemistry,2139
2020,Netherlands,Environment,1132
2020,Netherlands,Physical sciences,1812
2020,Netherlands,Mathematics and statistics,843
2020,Netherlands,Information and Communication Technologies,4384
2020,Netherlands,Engineering manufacturing and construction,12665
2020,Netherlands,Engineering and engineering trades,8578
2020,Netherlands,Manufacturing and processing,1018
2020,Netherlands,Architecture and construction,3069
2020,Netherlands,Agriculture forestry fisheries and veterinary,1195
2020,Netherlands,Health and welfare,6685
2020,Netherlands,Health,5294
2020,Netherlands,Dental studies,105
2020,Netherlands,Medicine therapy and rehabilitation,0
2020,Netherlands,Welfare,1391
2020,Netherlands,Care of the elderly and of disabled adults,296
2020,Netherlands,Child care and youth services,3
2020,Netherlands,Social work and counselling,1092
2020,Netherlands,Services,6118
2020,Netherlands,Domestic services,120
2020,Netherlands,Hair and beauty services,0
2020,Netherlands,Hotel restaurants and catering,2165
2020,Netherlands,Sports,420
2020,Netherlands,Travel tourism and leisure,2019
2020,Netherlands,Transport services,945
2020,Austria,Total,75870
2020,Austria,Education,4135
2020,Austria,Arts and humanities,10661
2020,Austria,Social sciences journalism and information,12229
2020,Austria,Business administration and law,15100
2020,Austria,Natural sciences mathematics and statistics,8122
2020,Austria,Biology,2233
2020,Austria,Biochemistry,582
2020,Austria,Environment,668
2020,Austria,Physical sciences,3112
2020,Austria,Mathematics and statistics,853
2020,Austria,Information and Communication Technologies,3988
2020,Austria,Engineering manufacturing and construction,12112
2020,Austria,Engineering and engineering trades,4735
2020,Austria,Manufacturing and processing,507
2020,Austria,Architecture and construction,5702
2020,Austria,Agriculture forestry fisheries and veterinary,1167
2020,Austria,Health and welfare,7153
2020,Austria,Health,6731
2020,Austria,Dental studies,743
2020,Austria,Medicine therapy and rehabilitation,0
2020,Austria,Welfare,325
2020,Austria,Care of the elderly and of disabled adults,0
2020,Austria,Child care and youth services,6
2020,Austria,Social work and counselling,319
2020,Austria,Services,869
2020,Austria,Domestic services,0
2020,Austria,Hair and beauty services,0
2020,Austria,Hotel restaurants and catering,0
2020,Austria,Sports,340
2020,Austria,Travel tourism and leisure,366
2020,Austria,Transport services,20
2020,Poland,Total,62091
2020,Poland,Education,1070
2020,Poland,Arts and humanities,6914
2020,Poland,Social sciences journalism and information,9239
2020,Poland,Business administration and law,15840
2020,Poland,Natural sciences mathematics and statistics,2113
2020,Poland,Biology,272
2020,Poland,Biochemistry,227
2020,Poland,Environment,200
2020,Poland,Physical sciences,920
2020,Poland,Mathematics and statistics,238
2020,Poland,Information and Communication Technologies,3591
2020,Poland,Engineering manufacturing and construction,5429
2020,Poland,Engineering and engineering trades,3239
2020,Poland,Manufacturing and processing,356
2020,Poland,Architecture and construction,1615
2020,Poland,Agriculture forestry fisheries and veterinary,906
2020,Poland,Health and welfare,9866
2020,Poland,Health,9773
2020,Poland,Dental studies,1127
2020,Poland,Medicine therapy and rehabilitation,0
2020,Poland,Welfare,62
2020,Poland,Care of the elderly and of disabled adults,5
2020,Poland,Child care and youth services,0
2020,Poland,Social work and counselling,56
2020,Poland,Services,4205
2020,Poland,Domestic services,0
2020,Poland,Hair and beauty services,565
2020,Poland,Hotel restaurants and catering,62
2020,Poland,Sports,58
2020,Poland,Travel tourism and leisure,2526
2020,Poland,Transport services,521
2020,Portugal,Total,44005
2020,Portugal,Education,1764
2020,Portugal,Arts and humanities,5222
2020,Portugal,Social sciences journalism and information,5608
2020,Portugal,Business administration and law,10778
2020,Portugal,Natural sciences mathematics and statistics,2179
2020,Portugal,Biology,787
2020,Portugal,Biochemistry,174
2020,Portugal,Environment,219
2020,Portugal,Physical sciences,715
2020,Portugal,Mathematics and statistics,241
2020,Portugal,Information and Communication Technologies,1075
2020,Portugal,Engineering manufacturing and construction,8839
2020,Portugal,Engineering and engineering trades,5225
2020,Portugal,Manufacturing and processing,480
2020,Portugal,Architecture and construction,2718
2020,Portugal,Agriculture forestry fisheries and veterinary,848
2020,Portugal,Health and welfare,5491
2020,Portugal,Health,4858
2020,Portugal,Dental studies,1470
2020,Portugal,Medicine therapy and rehabilitation,0
2020,Portugal,Welfare,627
2020,Portugal,Care of the elderly and of disabled adults,0
2020,Portugal,Child care and youth services,68
2020,Portugal,Social work and counselling,559
2020,Portugal,Services,2182
2020,Portugal,Domestic services,0
2020,Portugal,Hair and beauty services,1
2020,Portugal,Hotel restaurants and catering,279
2020,Portugal,Sports,659
2020,Portugal,Travel tourism and leisure,674
2020,Portugal,Transport services,89
2020,Romania,Total,32560
2020,Romania,Education,153
2020,Romania,Arts and humanities,2663
2020,Romania,Social sciences journalism and information,2332
2020,Romania,Business administration and law,5269
2020,Romania,Natural sciences mathematics and statistics,548
2020,Romania,Biology,82
2020,Romania,Biochemistry,12
2020,Romania,Environment,103
2020,Romania,Physical sciences,272
2020,Romania,Mathematics and statistics,42
2020,Romania,Information and Communication Technologies,1165
2020,Romania,Engineering manufacturing and construction,3869
2020,Romania,Engineering and engineering trades,2316
2020,Romania,Manufacturing and processing,495
2020,Romania,Architecture and construction,704
2020,Romania,Agriculture forestry fisheries and veterinary,1339
2020,Romania,Health and welfare,14221
2020,Romania,Health,14141
2020,Romania,Dental studies,2848
2020,Romania,Medicine therapy and rehabilitation,0
2020,Romania,Welfare,80
2020,Romania,Care of the elderly and of disabled adults,0
2020,Romania,Child care and youth services,1
2020,Romania,Social work and counselling,75
2020,Romania,Services,1001
2020,Romania,Domestic services,0
2020,Romania,Hair and beauty services,0
2020,Romania,Hotel restaurants and catering,1
2020,Romania,Sports,711
2020,Romania,Travel tourism and leisure,11
2020,Romania,Transport services,177
2020,Slovenia,Total,5974
2020,Slovenia,Education,244
2020,Slovenia,Arts and humanities,570
2020,Slovenia,Social sciences journalism and information,874
2020,Slovenia,Business administration and law,1061
2020,Slovenia,Natural sciences mathematics and statistics,469
2020,Slovenia,Biology,0
2020,Slovenia,Biochemistry,0
2020,Slovenia,Environment,0
2020,Slovenia,Physical sciences,0
2020,Slovenia,Mathematics and statistics,0
2020,Slovenia,Information and Communication Technologies,523
2020,Slovenia,Engineering manufacturing and construction,1198
2020,Slovenia,Engineering and engineering trades,0
2020,Slovenia,Manufacturing and processing,0
2020,Slovenia,Architecture and construction,0
2020,Slovenia,Agriculture forestry fisheries and veterinary,83
2020,Slovenia,Health and welfare,437
2020,Slovenia,Health,0
2020,Slovenia,Dental studies,0
2020,Slovenia,Medicine therapy and rehabilitation,0
2020,Slovenia,Welfare,0
2020,Slovenia,Care of the elderly and of disabled adults,0
2020,Slovenia,Child care and youth services,0
2020,Slovenia,Social work and counselling,0
2020,Slovenia,Services,515
2020,Slovenia,Domestic services,0
2020,Slovenia,Hair and beauty services,0
2020,Slovenia,Hotel restaurants and catering,0
2020,Slovenia,Sports,0
2020,Slovenia,Travel tourism and leisure,0
2020,Slovenia,Transport services,0
2020,Slovakia,Total,14254
2020,Slovakia,Education,1247
2020,Slovakia,Arts and humanities,1165
2020,Slovakia,Social sciences journalism and information,851
2020,Slovakia,Business administration and law,1636
2020,Slovakia,Natural sciences mathematics and statistics,378
2020,Slovakia,Biology,97
2020,Slovakia,Biochemistry,42
2020,Slovakia,Environment,33
2020,Slovakia,Physical sciences,173
2020,Slovakia,Mathematics and statistics,33
2020,Slovakia,Information and Communication Technologies,592
2020,Slovakia,Engineering manufacturing and construction,1562
2020,Slovakia,Engineering and engineering trades,946
2020,Slovakia,Manufacturing and processing,181
2020,Slovakia,Architecture and construction,211
2020,Slovakia,Agriculture forestry fisheries and veterinary,344
2020,Slovakia,Health and welfare,6018
2020,Slovakia,Health,5836
2020,Slovakia,Dental studies,299
2020,Slovakia,Medicine therapy and rehabilitation,0
2020,Slovakia,Welfare,56
2020,Slovakia,Care of the elderly and of disabled adults,0
2020,Slovakia,Child care and youth services,0
2020,Slovakia,Social work and counselling,56
2020,Slovakia,Services,461
2020,Slovakia,Domestic services,0
2020,Slovakia,Hair and beauty services,0
2020,Slovakia,Hotel restaurants and catering,0
2020,Slovakia,Sports,60
2020,Slovakia,Travel tourism and leisure,144
2020,Slovakia,Transport services,162
2020,Finland,Total,23591
2020,Finland,Education,628
2020,Finland,Arts and humanities,2401
2020,Finland,Social sciences journalism and information,973
2020,Finland,Business administration and law,5353
2020,Finland,Natural sciences mathematics and statistics,1388
2020,Finland,Biology,259
2020,Finland,Biochemistry,293
2020,Finland,Environment,139
2020,Finland,Physical sciences,532
2020,Finland,Mathematics and statistics,96
2020,Finland,Information and Communication Technologies,4371
2020,Finland,Engineering manufacturing and construction,4439
2020,Finland,Engineering and engineering trades,3414
2020,Finland,Manufacturing and processing,243
2020,Finland,Architecture and construction,782
2020,Finland,Agriculture forestry fisheries and veterinary,367
2020,Finland,Health and welfare,2692
2020,Finland,Health,2258
2020,Finland,Dental studies,52
2020,Finland,Medicine therapy and rehabilitation,0
2020,Finland,Welfare,433
2020,Finland,Care of the elderly and of disabled adults,0
2020,Finland,Child care and youth services,0
2020,Finland,Social work and counselling,433
2020,Finland,Services,979
2020,Finland,Domestic services,0
2020,Finland,Hair and beauty services,3
2020,Finland,Hotel restaurants and catering,284
2020,Finland,Sports,132
2020,Finland,Travel tourism and leisure,367
2020,Finland,Transport services,122
2020,Sweden,Total,31935
2020,Sweden,Education,813
2020,Sweden,Arts and humanities,4461
2020,Sweden,Social sciences journalism and information,4144
2020,Sweden,Business administration and law,3661
2020,Sweden,Natural sciences mathematics and statistics,4520
2020,Sweden,Biology,0
2020,Sweden,Biochemistry,0
2020,Sweden,Environment,465
2020,Sweden,Physical sciences,1906
2020,Sweden,Mathematics and statistics,584
2020,Sweden,Information and Communication Technologies,2178
2020,Sweden,Engineering manufacturing and construction,8038
2020,Sweden,Engineering and engineering trades,6400
2020,Sweden,Manufacturing and processing,557
2020,Sweden,Architecture and construction,1081
2020,Sweden,Agriculture forestry fisheries and veterinary,212
2020,Sweden,Health and welfare,3526
2020,Sweden,Health,3280
2020,Sweden,Dental studies,87
2020,Sweden,Medicine therapy and rehabilitation,0
2020,Sweden,Welfare,246
2020,Sweden,Care of the elderly and of disabled adults,0
2020,Sweden,Child care and youth services,59
2020,Sweden,Social work and counselling,0
2020,Sweden,Services,328
2020,Sweden,Domestic services,0
2020,Sweden,Hair and beauty services,0
2020,Sweden,Hotel restaurants and catering,25
2020,Sweden,Sports,109
2020,Sweden,Travel tourism and leisure,138
2020,Sweden,Transport services,39
2020,Iceland,Total,1636
2020,Iceland,Education,137
2020,Iceland,Arts and humanities,676
2020,Iceland,Social sciences journalism and information,164
2020,Iceland,Business administration and law,131
2020,Iceland,Natural sciences mathematics and statistics,249
2020,Iceland,Biology,39
2020,Iceland,Biochemistry,7
2020,Iceland,Environment,91
2020,Iceland,Physical sciences,104
2020,Iceland,Mathematics and statistics,8
2020,Iceland,Information and Communication Technologies,37
2020,Iceland,Engineering manufacturing and construction,128
2020,Iceland,Engineering and engineering trades,73
2020,Iceland,Manufacturing and processing,14
2020,Iceland,Architecture and construction,23
2020,Iceland,Agriculture forestry fisheries and veterinary,26
2020,Iceland,Health and welfare,73
2020,Iceland,Health,44
2020,Iceland,Dental studies,2
2020,Iceland,Medicine therapy and rehabilitation,0
2020,Iceland,Welfare,5
2020,Iceland,Care of the elderly and of disabled adults,0
2020,Iceland,Child care and youth services,0
2020,Iceland,Social work and counselling,5
2020,Iceland,Services,15
2020,Iceland,Domestic services,0
2020,Iceland,Hair and beauty services,0
2020,Iceland,Hotel restaurants and catering,0
2020,Iceland,Sports,1
2020,Iceland,Travel tourism and leisure,13
2020,Iceland,Transport services,0
2020,Liechtenstein,Total,800
2020,Liechtenstein,Education,0
2020,Liechtenstein,Arts and humanities,10
2020,Liechtenstein,Social sciences journalism and information,0
2020,Liechtenstein,Business administration and law,492
2020,Liechtenstein,Natural sciences mathematics and statistics,58
2020,Liechtenstein,Biology,0
2020,Liechtenstein,Biochemistry,0
2020,Liechtenstein,Environment,0
2020,Liechtenstein,Physical sciences,0
2020,Liechtenstein,Mathematics and statistics,0
2020,Liechtenstein,Information and Communication Technologies,0
2020,Liechtenstein,Engineering manufacturing and construction,177
2020,Liechtenstein,Engineering and engineering trades,0
