"TIME","GEO","UNIT","SECTOR","COFOG99","NA_ITEM","Value"
"2020","Czechia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","14.4"
"2020","Czechia","Percentage of gross domestic product (GDP)","General government","Sickness and disability","Total general government expenditure","2.7"
"2020","Czechia","Percentage of gross domestic product (GDP)","General government","Old age","Total general government expenditure","8.2"
"2020","Czechia","Percentage of gross domestic product (GDP)","General government","Family and children","Total general government expenditure","1.9"
"2020","Czechia","Percentage of gross domestic product (GDP)","General government","Unemployment","Total general government expenditure","0.2"
"2020","Czechia","Percentage of gross domestic product (GDP)","General government","Housing","Total general government expenditure","0.2"
"2020","Czechia","Percentage of gross domestic product (GDP)","General government","Social exclusion n.e.c.","Total general government expenditure","0.4"
"2020","Denmark","Percentage of gross domestic product (GDP)","General government","Total","Total general government expenditure","53.4"
"2020","Denmark","Percentage of gross domestic product (GDP)","General government","General public services","Total general government expenditure","6.3"
"2020","Denmark","Percentage of gross domestic product (GDP)","General government","Defence","Total general government expenditure","1.2"
"2020","Denmark","Percentage of gross domestic product (GDP)","General government","Public order and safety","Total general government expenditure","1.0"
"2020","Denmark","Percentage of gross domestic product (GDP)","General government","Economic affairs","Total general government expenditure","5.1"
"2020","Denmark","Percentage of gross domestic product (GDP)","General government","Fuel and energy","Total general government expenditure","0.4"
"2020","Denmark","Percentage of gross domestic product (GDP)","General government","Transport","Total general government expenditure","2.1"
"2020","Denmark","Percentage of gross domestic product (GDP)","General government","Environmental protection","Total general government expenditure","0.4"
"2020","Denmark","Percentage of gross domestic product (GDP)","General government","Housing and community amenities","Total general government expenditure","0.2"
"2020","Denmark","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","8.9"
"2020","Denmark","Percentage of gross domestic product (GDP)","General government","Medical products, appliances and equipment","Total general government expenditure","0.6"
"2020","Denmark","Percentage of gross domestic product (GDP)","General government","Outpatient services","Total general government expenditure","1.2"
"2020","Denmark","Percentage of gross domestic product (GDP)","General government","Hospital services","Total general government expenditure","6.2"
"2020","Denmark","Percentage of gross domestic product (GDP)","General government","Recreation, culture and religion","Total general government expenditure","1.7"
