"SEX","GEO","INDIC_SE","ISCO08","NACE_R2","TIME","SIZECLAS","UNIT","Value"
"Females","Finland","Gross earnings","Total","Financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities","2018","10 employees or more","Euro","3,097"
"Females","Finland","Gross earnings","Total","Financial and insurance activities","2018","10 employees or more","Euro","3,732"
"Females","Finland","Gross earnings","Total","Real estate activities","2018","10 employees or more","Euro","3,189"
"Females","Finland","Gross earnings","Total","Professional, scientific and technical activities","2018","10 employees or more","Euro","3,617"
"Females","Finland","Gross earnings","Total","Administrative and support service activities","2018","10 employees or more","Euro","2,434"
"Females","Finland","Gross earnings","Total","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2018","10 employees or more","Euro","3,087"
"Females","Finland","Gross earnings","Total","Public administration and defence; compulsory social security","2018","10 employees or more","Euro","3,383"
"Females","Finland","Gross earnings","Total","Education; human health and social work activities; arts, entertainment and recreation; other service activities","2018","10 employees or more","Euro","3,043"
"Females","Finland","Gross earnings","Total","Education","2018","10 employees or more","Euro","3,398"
"Females","Finland","Gross earnings","Total","Human health and social work activities","2018","10 employees or more","Euro","2,952"
"Females","Finland","Gross earnings","Total","Arts, entertainment and recreation","2018","10 employees or more","Euro","2,775"
"Females","Finland","Gross earnings","Total","Other service activities","2018","10 employees or more","Euro","2,856"
"Females","Sweden","Gross earnings","Total","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2018","10 employees or more","Euro","3,260"
"Females","Sweden","Gross earnings","Total","Industry, construction and services (except public administration, defense, compulsory social security)","2018","10 employees or more","Euro","3,248"
"Females","Sweden","Gross earnings","Total","Business economy","2018","10 employees or more","Euro","3,430"
"Females","Sweden","Gross earnings","Total","Industry and construction","2018","10 employees or more","Euro","3,672"
"Females","Sweden","Gross earnings","Total","Industry (except construction)","2018","10 employees or more","Euro","3,672"
"Females","Sweden","Gross earnings","Total","Mining and quarrying","2018","10 employees or more","Euro","3,866"
"Females","Sweden","Gross earnings","Total","Manufacturing","2018","10 employees or more","Euro","3,652"
"Females","Sweden","Gross earnings","Total","Electricity, gas, steam and air conditioning supply","2018","10 employees or more","Euro","4,000"
"Females","Sweden","Gross earnings","Total","Water supply; sewerage, waste management and remediation activities","2018","10 employees or more","Euro","3,547"
"Females","Sweden","Gross earnings","Total","Construction","2018","10 employees or more","Euro","3,671"
"Females","Sweden","Gross earnings","Total","Services (except activities of households as employers and extra-territorial organisations and bodies)","2018","10 employees or more","Euro","3,227"
"Females","Sweden","Gross earnings","Total","Services (except public administration, defense, compulsory social security, activities of households as employers and extra-territorial organisations and bodies)","2018","10 employees or more","Euro","3,213"
"Females","Sweden","Gross earnings","Total","Wholesale and retail trade; transport; accommodation and food service activities; information and communication","2018","10 employees or more","Euro","3,214"
"Females","Sweden","Gross earnings","Total","Wholesale and retail trade; repair of motor vehicles and motorcycles","2018","10 employees or more","Euro","3,179"
"Females","Sweden","Gross earnings","Total","Transportation and storage","2018","10 employees or more","Euro","3,247"
"Females","Sweden","Gross earnings","Total","Accommodation and food service activities","2018","10 employees or more","Euro","2,621"
"Females","Sweden","Gross earnings","Total","Information and communication","2018","10 employees or more","Euro","4,219"
"Females","Sweden","Gross earnings","Total","Financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities","2018","10 employees or more","Euro","3,609"
"Females","Sweden","Gross earnings","Total","Financial and insurance activities","2018","10 employees or more","Euro","4,394"
"Females","Sweden","Gross earnings","Total","Real estate activities","2018","10 employees or more","Euro","3,622"
"Females","Sweden","Gross earnings","Total","Professional, scientific and technical activities","2018","10 employees or more","Euro","3,993"
"Females","Sweden","Gross earnings","Total","Administrative and support service activities","2018","10 employees or more","Euro","3,026"
"Females","Sweden","Gross earnings","Total","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2018","10 employees or more","Euro","3,155"
